index,market_link,product_name,img_url,listing_upload_date,condition,description,market
35,https://www.carousell.sg/p/foldable-bicycle-20-1259712099/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=35,"Foldable Bicycle 20""",https://media.karousell.com/media/photos/products/2023/10/12/foldable_bicycle_20_1697108990_abf10a6b_progressive_thumbnail.jpg,2023-10-13 07:11:09.026659,Lightly used,gear shift brake and tire both be good condition well maintain light use for month and the shelved since i get my drive license can do delivery for serious buyer if location and time work out,carousell
37,https://www.carousell.sg/p/exitway-hybrid-bicycle-1259711907/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=37,Exitway Hybrid bicycle,https://media.karousell.com/media/photos/products/2023/10/12/bicycle_1697108911_9574dc46_progressive_thumbnail.jpg,2023-10-13 07:11:09.026661,Well used,shimano equipment x speed alloy cc,carousell
38,https://www.carousell.sg/p/b-w-bicycle-brompton-luggage-x2-1259711223/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=38,B&W Bicycle Brompton Luggage x2,https://media.karousell.com/media/photos/products/2023/10/12/bw_bicycle_brompton_luggage_x2_1697108638_b3f8c033_progressive_thumbnail.jpg,2023-10-13 07:11:09.026663,Like new,i have for travel rental bw hard case luggage for foldable bike deposit day min day self collect near bishan cc any damage must make good or you can keep the luggage and i keep deposit,carousell
44,https://www.carousell.sg/p/24-giant-liv-enchant-xs-size-mountain-bike-bicycle-1255710651/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=4,"24"" Giant Liv Enchant XS Size Mountain Bike Bicycle",https://media.karousell.com/media/photos/products/2023/9/19/24_giant_liv_enchant_xs_size_m_1695127973_6052f50e_progressive_thumbnail.jpg,2023-10-13 07:11:09.026664,Like new,welcome to cycollective your onestop service for you and your if you be consider of sell your used bicycle upgrading or even trade in feel free to chat you up with some image and we will try to work out something unsure which bike suit you fret not head down for a nonobligation test ride do let you know if you have any question or concern and we will provide our best advice and recommendation x shimano gearset aluminium frame size x suitable for height cm cm condition safety bundle only up x bicycle number lock x rechargeable front light x rechargeable rear light essential bundle only up x bicycle number lock x rechargeable front light x rechargeable rear light x phone pouch holder in x bicycle chain lubeoil,carousell
46,https://www.carousell.sg/p/%F0%9F%94%A526%E2%80%9D-24speed-sample-mountain-bikes-bicycles-free-delivery-1259706002/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=6,🔥26” 24speed sample mountain bikes/bicycles free delivery,https://media.karousell.com/media/photos/products/2023/10/12/26_24speed_sample_mountain_bik_1697106515_b248c3be_progressive_thumbnail.jpg,2023-10-13 07:11:09.026666,Brand new,no for more listing pls view watsapp for more enquiry to recommend suitable for your budget and requirement original price quality comfortable and best price ready stock free delivery and assemble mayment method cash on delivery or paynow only mths warranty delivery time pmpm monfri pm sit sun open hour ampm daily front suspension frame material high carbon steel brake type disc brake shopwarehouse location gamba cresent nordcom ii s we have more than kind of brand and type of bicycle price from,carousell
48,https://www.carousell.sg/p/bicycle-1259705016/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=8,Bicycle,https://media.karousell.com/media/photos/products/2023/10/12/bicycle_1697106103_cded021e_progressive_thumbnail.jpg,2023-10-13 06:11:09.026668,Well used,can fold and bring back frame of a bike selling cheap black jack frame no fork get chain and dereliuer and back suspension,carousell
50,https://www.carousell.sg/p/%F0%9F%94%A5sale-26%E2%80%9D-21speed-sample-mountain-bikes-bicycles-free-delivery-1259704831/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=10,🔥sale!26” 21speed sample mountain bikes/bicycles free delivery,https://media.karousell.com/media/photos/products/2023/10/12/26_21speed_sample_mountain_bik_1697106033_a91be465_progressive_thumbnail.jpg,2023-10-13 06:11:09.026669,Brand new,no for more listing pls view watsapp for more enquiry to recommend suitable for your budget and requirement original price quality comfortable and best price ready stock free delivery and assemble mayment method cash on delivery or paynow only mths warranty delivery time pmpm monfri pm sit sun open hour ampm daily front suspension frame material high carbon steel brake type disc brake shopwarehouse location gamba cresent nordcom ii s we have more than kind of brand and type of bicycle price from,carousell
51,https://www.carousell.sg/p/ethereal-9-7kg-aluminium-trifold-a9-japan-shimano-sora-9-speed-foldable-bicycle-bike-foldie-1252909188/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=11,Ethereal 9.7KG Aluminium Trifold A9 Japan Shimano Sora 9 Speed Foldable Bicycle Bike Foldie,https://media.karousell.com/media/photos/products/2023/9/4/ethereal_97kg_aluminium_trifol_1693827751_0c010fa3_progressive_thumbnail,2023-10-13 06:11:09.026671,Brand new,preorder promotion rsp preorder offer st batch preorder be officially open eta nov dec any date earlier would be a bonus acceptance of st batch preorder will cease when quota be fill introduce the ethereal trifold a singapore pioneer in aluminium alloy frame trifold bicycle elevate your rid experience with cuttingedge feature that combine performance portability and style key feature shimano speed setup experience smooth and precise gear shift with our shimano speed setup design for optimal performance in diverse riding condition litepro t hollowtech crankset our advanced litepro t hollowtech crankset ensure power and efficiency making every pedal stroke count featherweight design at just kg the ethereal trifold a be the light stock trifold bicycle with a speed setup available in singapore enjoy effortless portability and storage without compromise on performance why you found by nus undergraduate in a proud homegrown singapore brand be around in the market for year and count we assure you that you will receive the best aftersales support bike be all design in taiwan by a local taiwanese company with over decade of bike design and manufacturing experience quality assurance with local genuine warranty and free general servicing for lifetime genuine and best quality component use with certificate of authenticity for all the part we use best price guaranteed because we be direct sole distributor not parallel import no additional cost add to consumer we have physical showroom and an official register company in singapore we have collaborate with various government agency and prominent organization in singapore with outstanding track record specification derailleur shifter shimano speed sora cassette sunshine tt crankset litepro t hollowtech chain kmc brake dual rim brake system tyre cst tanwall pneumatic tyre wheelset quad seal bearing loud hub saddle ergonomic gel cushion saddle pedal foldable alunylon pedal seatpost litepro antislip aluminium alloy handlepost nontelescopic aluminium alloy handlebar litepro aluminum alloy mbar frame aluminum alloy fork aluminum alloy weight approx kg max load approx kg dimension cm length x cm width x cm max height fold dimension cm length x cm width x cm height warranty frame year part month general service free for lifetime contact phone whatsapp location north woodland close s close every wed east tampines st s close every tues operate hour be to pm daily close on every ph,carousell
52,https://www.carousell.sg/p/sg-new-arrival-promotion-24-26-inch-24speeds-bladed-wheels-foldable-shimano-tourney-folding-mountain-bike-mtb-bike-bicycle-mountain-bike-mountain-bicycle-mtb-1117756375/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=12,(SG New arrival promotion)24/26 inch 24Speeds bladed wheels foldable Shimano tourney folding Mountain Bike MTB | bike/ bicycle | Mountain Bike / Mountain Bicycle/ MTB,https://media.karousell.com/media/photos/products/2023/4/21/sg_stock2426_inch_24speeds_fol_1682052276_e7c1024a_progressive_thumbnail.jpg,2023-10-13 06:11:09.026672,Brand new,for the same price we give you the best quality the bike can be fold and can bring to bus mrt also can place into the trunk of your car frame foldable frame with thick and solid high carbon steel front fork can be lock absolute fork axle of front wheel seal bear axle of rear wheel seal bear axle of bb seal bear axle of front fork seal bear brake dual disc brake suspension dual suspension and front suspension can be lock tire kenda wheel aluminum alloy bladed wheel saddle streamline widen saddle not tire for long rid extend sit rod adjustable height seat post lengthen seat post cm pedal al pedal derailleur shimano tourney suitable height for cmcm for cmcm the gift package fender kettle holder bell maintenance toolsreflector pump lock be beyond your imagination this bike have be carefully tune and instal by our experienced master so you receive a bike that be ready for the road five fashionable color for your choiceredgraygreenblackoik slick free delivery local warrantyexcluding wear and tear singapore registered company payment method paynowpaylahcash free trail ride in our showroom kallang pudding road mactech build singapore or whatsapp warranty year on frame and month spare part by manufacturer defec term and condition seller not liable for any loss damage or accident product sell a it be condition no refund no exchange no service or warranty for all part and accessory check all item before leave no replacement will be give,carousell
53,https://www.carousell.sg/p/twooc-bicycle-bell-1259698804/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=KhQRQKXy0tF1g-Vf&t-referrer_sort_by=&t-tap_index=13,TWOOC bicycle bell,https://media.karousell.com/media/photos/products/2023/10/12/twooc_bicycle_bell_1697103635_bbb18c8d_progressive_thumbnail.jpg,2023-10-13 06:11:09.026674,Brand new,for available in black and red,carousell
54,https://www.carousell.sg/p/shimano-27-speed-ethereal-hybrid-bicycle-full-hydraulic-front-suspension-bike-1083116010/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=cUbKBHTbxphU_9AB&t-referrer_sort_by=&t-tap_index=14,Shimano 27 Speed Ethereal Hybrid Bicycle Full Hydraulic Front Suspension Bike,https://media.karousell.com/media/photos/products/2023/8/8/shimano_27_speed_ethereal_hybr_1691479943_a5a5b101_progressive_thumbnail,2023-10-13 06:11:09.026676,Brand new,microshift speed be at clearance nett assemble shimano speed be at nett assemble main difference be the speed groupset shimano will have smoother gear change experience experience the thrill of singapore urban landscape adventure with the ethereal hybrid c mtb build for performance and durability the shimano altus x speed microshift x speed derailleur and prowheel crankset provide smooth and reliable shift while the taiwan gemma full hydraulic brake ensure precise and responsive stop power the lightweight and sturdy aluminum alloy frame and fork couple with the zoom vaxa front suspension with lockout offer exceptional handling and control on any terrain the ergonomic ethereal gel saddle and basic mtb pedal provide comfort and convenience for long ride with a maximum load capacity of kg and a free lifetime general servicing this bike be build to last important notice for delivery for an optimal experience we recommend visit our store for fitting and inspection before delivery please be aware that minor aesthetic variation due to logistics and assembly be possible and customer would need to manage return logistics for any postdelivery issue specification derailleur shifter shimano altus speed x microshift speed x cassette sunshine tt crankset prowheel ttt chain kmc brake taiwan gemma full hydraulic brake tyre c x c kenda wheelset doublewall seal bear saddle ergonomic saddle pedal diecasting pedal seatpost alloy seatpost handlepost alloy stem handlebar aluminum alloy mm frame aluminum alloy fork zoom vaxa mm travel front suspension with lockout weight approx kg max load approx kg dimension cm length x cm width x cm height fold dimension na warranty frame month part month general service free for lifetime why you found by nus undergraduate in a proud homegrown singapore brand be around in the market for year and count we assure you that you will receive the best aftersales support bike be all design in taiwan by a local taiwanese company with over decade of bike design and manufacturing experience quality assurance with local genuine warranty and free general servicing for lifetime genuine and best quality component use with certificate of authenticity for all the part we use best price guaranteed because we be direct sole distributor not parallel import no additional cost add to consumer we have physical showroom and an official register company in singapore we have collaborate with various government agency and prominent organization in singapore with outstanding track record disclaimer specification may subject to change withour prior notice contact phone whatsapp location north woodland close s close every wed east tampines st s close every tues operate hour be to pm daily close on every ph,carousell
55,https://www.carousell.sg/p/bmx-teen-bicycle-wheel-size-is-20-x-1-95-wheels-and-brakes-are-in-good-condition-single-gear-view-test-or-collect-at-7e-jalan-arif-s548800-i-do-not-deliver-1259696555/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=cUbKBHTbxphU_9AB&t-referrer_sort_by=&t-tap_index=15,"BMX teen bicycle. Wheel size is 20 x 1.95. Wheels, and brakes are in good condition. Single gear. View, test or collect at 7E Jalan Arif S548800. I do not deliver.",https://media.karousell.com/media/photos/products/2023/10/12/bmx_teen_bicycle_wheel_size_is_1697102827_2473e8a9_progressive_thumbnail,2023-10-13 06:11:09.026677,Lightly used,bmx teen bicycle wheel size be x wheel and brake be in good condition single gear view test or collect at e jalan arif s i do not deliver,carousell
58,https://www.carousell.sg/p/15-off-orca-3-0-electric-bicycle-ebike-pay-by-instalment-1192704202/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=cUbKBHTbxphU_9AB&t-referrer_sort_by=&t-tap_index=18,15 % off ! ORCA 3.0 Electric Bicycle / EBIKE (Pay by Instalment),https://media.karousell.com/media/photos/products/2023/9/4/orca_30_electric_bicycle__ebik_1693807397_8299d963_progressive_thumbnail.jpg,2023-10-13 05:11:09.026679,Brand new,instalment plan via latitudepay grabpaylater db or posb credit card orca be the late release of the popular orca a lta approve affixed with orange seal and en certify ebike or electric bicycle orca be the first lta type approve en certify v fat tyre long distance ebike with it wide tyre and ah samsung battery cell the orca be design for those who want to ride through the city in style fat tyre style firstly this ebike frame be power by v system with ah detachable battery for excellent mileage and acceleration secondly the orca be make of aluminum alloy for improved corrosion resistance thirdly the orca ebike adopts single vertical pivot fold mechanism at the center for compact fold finally it be equip with sport rim with wide tyre for superior rid comfort and elimination of spoke breakage issue note in singapore ebike or electric bicycle be also know a power assist bicycle pabs note mobot orca ebike be suitable for food delivery rider such a foodpanda grabfood and deliveroo specification wheel size dimension mm l x mm w x mm h fold dimension mm l x mm w x h frame aluminum alloy t fork aluminum alloy t handlebar aluminum alloy t mm seatpost aluminum alloy t mm x mm rim magnesium alloy tyre x pneumatic suspension weight kg max load kg system voltage v motor w assist mode battery ah drivetrain single speed chain drive chainring t freewheel t crank length mm shifter rear derailleur brake filel f mechanical mm rotor disc rear light satelite lr front light satelite c lux note product specification subject to change without notice note a the actual range the ebike can travel depends on a lot of factor key factor such a weight of rider load assist mode terrain rid style and condition of the ebike affect the actual range a such the range indicate be base on a new ebike kg rider no additional load mid assist mode travel on a straight path continuously note the price exclude a transfer fee payable directly to land transport authority via lta onemotoring website warranty month carryin under normal usage do not include wear tear and consumable part not limit to tyre brake pad chain sprockets other item exclude from warranty be paint chrome component polish surface saddle and handgrip where deterioration may be cause by normal usage poor maintenance or natural degradation of surface do not cover damage due to watermoisture accident and misuse not applicable for international order ie outside of singapore register your warranty at colours black black gold blue grey red,carousell
63,https://www.carousell.sg/p/kids-bicycle-18-wheel-1248657689/?t-id=DDoGcS1NbR_1697126022676&t-referrer_browse_type=search_results&t-referrer_filter_category=247&t-referrer_page_type=search&t-referrer_request_id=cUbKBHTbxphU_9AB&t-referrer_sort_by=&t-tap_index=23,"Kids Bicycle 18"" Wheel",https://media.karousell.com/media/photos/products/2023/8/12/kids_bicycle_18_wheel_1691867859_0c91e55a_progressive_thumbnail.jpg,2023-10-13 05:11:09.026681,Well used,sturdy and safe ride well maintain clear space since upgrade to big size bike self collect at yishun,carousell
